,Unnamed: 0,c5,c1,c2,c3,c4,c6,c7,c8,c9,c10,c75,c132,c134,c136,c138,c139,c140,c141,c144,c145,c147,c149,c151,c152,c153,c155,c157,c160,c162,c203,c204,c214,c233,c234,c790,c22,c23,c24,c25,c26,c27,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c102,c104,c106,c108,c110,c112,c113,c114,c115,c117,c118,c143,c240,c241,c242,c243,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c76,c250,c205,c206,c207,c208,c210,c41,c43,c45,c47,c49,c50,c52,c53,c54,c55,c56,c57,c58,c59,c119,c120,c121,c122,c126,c127,c128,c129,c130,c78,c80,c82,c84,c86,c88,c90,c92,c94,c96,c98,c100,c111,c123,c124,c125,c184,c192,c244,c40,c44,c46,c48,c51,c77,c79,c81,c83,c85,c87,c89,c91,c93,c95,c97,c99,c101,c103,c105,c107,c109,c131,c133,c135,c137,c146,c148,c150,c154,c156,c158,c161,c163,c183,c191,c229,c230,end_of_record,32
83512,83512,19871022072959I,I,91.0,-5.0,F,,,,,745.0,,B,A,,,,O,ATS,1H71,1.0,H,7.0,,3O,,,,,,,,,N,,,4925K,CESSNA,P210N,210,3A21,CE,,,,H,,,,,,,NM,NM09,OR,PORTLAND,PORTLAND/HILLSBORO ARPT,,HIO,,,,,1,B,C,S,,,,,,,,HIO,,,,,2.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19880112.0,,19880112.0,,20120808.0,1,N,5.0,3.0,S,53.0,O,,,,,NM,NM09,OR,SAW ENGINE OIL LEAK. RETURNED TO FIELD. DISCOVERED OIL CAP LOOSE. REPLACED CAP AND RESUMED FLIGHT. PILOT COUNSELLED,                              ,  ,    ,           ,  ,    ,      ,Instrument Flight Ru,II,V,A, ,  , , , ,SE,CL, ,5,   ,U,U,N,E, ,3,PRIVATE PILOT       ,ASMEL               ,INSTRUMENT          ,QUALIFIED           ,UNKNOWN             ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Other-Miscellaneous ,Climb               ,                    ,Pilot Induced       ,Personal            ,Pleasure            ,Unknown             ,Weather Not A Factor,Day                 ,Flight Personnel    ,Discussion          ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,                    ,                    ,,, ,
83546,83546,19870925056369A,A,91.0,0.4,N,,,,,915.0,,Z,Y,,,,D,OPP,1H71,1.0,H,7.0,,3R,3.0,R,CV,Z1,,,,,N,,,3006B,CESSNA,195,195,A790,CE,,,,H,JACOBS,R7559,R755,TC121,EA,R,NM,NM03,CO,COLORADO SPRING,CITY OF COLORADO SPRINGS MUNI,12,COS,,,,,1,B,B,S,,BRKN,GR1K,G10,,DRY,,COS,,,,,3.0,2.0,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19870928.0,19871014.0,,,20120808.0,1,N,41.0,0.0,S,62.0,N,150.0,4.0,48.0,2925.0,NM,NM03,CO,THE AIRCRAFT NOSED OVER ON TAKEOFF. THE PLIOT FAILED TO PULL THE ELEVATOR CONTROL OUT OF THE DETENT BEFORE TAKEOFF ,                              ,  ,    ,           ,  ,    ,      ,None                ,II,V,A, ,ME,V,A, ,FX,IA,S,5,   ,N,N,N,F,A,8,PRIVATE PILOT       ,G ASEL              ,RATINGS SHOWN BY 1ST,QUALIFIED           ,OTHER               ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Fail/Incorrect Use M,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Nose Up Or Over     ,Takeoff Ground Roll ,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-RADIAL          ,Wheeled-Conventional          ,Automotive Fuel     ,                    ,                    ,Pilot and Ground Cre,,, ,
83562,83562,19870926079129A,A,91.0,0.4,N,,,,,1030.0,,Z,Y,,,,O,OPP,1H71,1.0,H,7.0,,3O,3.0,O,CV,,,,,,N,,,76907,CESSNA,140,140,A768,CE,,,,H,CONT,C9012F,C90,E252,SO,O,SW,SW01,NM,SAN YSIDRO,,,,,,,,1,B,B,S,,CLER,,G10,,,,,,,,,2.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19880315.0,,19880315.0,,20120808.0,1,N,1.0,0.0,S,38.0,O,310.0,29.0,29.0,444.0,SW,SW01,NM,OVERHEATED ENGINE. PRECAUTIONARY LANDING ON DIRT ROAD. BOUNCED. HIT A CATTLE GUARD AND GATE. OIL DIPSTICK MISSING. ,                              ,  ,    ,           ,  ,    ,      ,None                ,II,V,A, ,UT,O,A, ,JE,BI,S,5,VIS,Y,Y,N,A,A,8,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,QUALIFIED           ,UNKNOWN             ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Selected Unsuitable ,Precautionary Landin,Pilot-In-Command    ,                    ,Collision With Fence,Forced Landing      ,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,Wheeled-Conventional          ,                    ,                    ,Pilot and Ground Cre,Pilot and Ground Cre,,, ,
83584,83584,19870911051849A,A,135.0,0.4,N,,,,,727.0,,Z,Y,,,,S,ATS,1L72,1.0,L,7.0,,3O,3.0,O,,ZG,,,,A,N,,,4630N,CESSNA,402C,402,A7CE,CE,,,,L,CONT,TSIO520VB,O520,E8CE,SO,O,SO,SO11,GA,ATLANTA,THE WILLIAM B HARTSFIELD ATLA,,ATL,,,,,A,T,B,S,,SCAT,,7,HAZ,DRY,GD,ATL,,,,,1.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19870915.0,19871006.0,,,20120808.0,3,N,5.0,3.0,S,27.0,K,120.0,120.0,120.0,2320.0,SO,SO05,NC,CREW DOOR CAME OPEN IN FLIGHT AS PILOT TRIED TO SECURE IT. THE FORCE OF AIR BROKE PILOTS ARM AND DAMAGED FUSELAGE. ,BANKAIR INC                   ,SC,BKAA,AT70931    ,SO,SO05,      ,Instrument Flight Ru,II,E,A, ,UN,V,A, ,SE,CL,S,5,VIS,Y,Y,N,A,F,3,COMMERCIAL PILOT    ,ASMEL               ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,Misc/Pilot Unsafe Ac,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Other-Miscellaneous ,Climb               ,                    ,Pilot Induced       ,Air Taxi (Sched-Not ,Cargo               ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,Declared Emergency  ,                    ,Pilot and Ground Cre,                    ,,, ,
83585,83585,19870826056929I,I,91.0,-5.0,F,,,,,2110.0,,B,E,,,E,O,OPP,1H71,1.0,H,7.0,,3T,3.0,T,TR,,,,,A,N,,,807LA,CESSNA,208A,208,A37CE,CE,,,,H,PWA,PT6A114,PT6,E4EA,NE,T,SW,SW05,TX,DALLAS-FT WORTH,DALLAS-FORT WORTH INTL,,DFW,,,,,5,F,B,S,,SCAT,,10,,DRY,,DFW,,,,,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19870928.0,,19870928.0,,20120808.0,9,N,5.0,3.0,S,42.0,K,225.0,83.0,83.0,2537.0,SW,SW05,TX,PILOT TAXIED OVER A PLASTIC MARKER CONE THAT WAS IN FRONT  OF HIS AIRCRAFT. FAILED TO MAKE WALK AROUND PREFLIGHT.  ,MARTINAIRE INC                ,TX,GPMA,SWDAL163T  ,SW,SW05,      ,Visual Flight Rules ,II,V,A, ,HO,V,A, ,JJ,FE,M,5,   ,U,U,N,F,A,1,AIRLINE TRANSPORT   ,ASMEL               ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Fail Avd Objs Or Obs,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Collision With Other,"Ground Taxi, Other A",                    ,Pilot Induced       ,Air Taxi (Non-Schedu,Ferry               ,VFR                 ,Weather Not A Factor,Dusk                ,Flight Personnel    ,Violation           ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,TURBOPROP                     ,Wheeled-Tricycle              ,                    ,                    ,                    ,Pilot and Ground Cre,,, ,
83682,83682,19871003063159I,I,91.0,-5.0,F,,,,,1150.0,,Y,J,,,S,S,ATS,1M71,1.0,M,7.0,,3O,,,,,,,,,N,,,6NG,AMTRRU,VARIEZELONG,VAREZE,EXPA1M71,GL,,,,M,,,,,,,WP,WP09,CA,EL CAJON,GILLESPIE FIELD AIRPORT,27R,SEE,,,03246N,11713W,1,B,C,S,,,,,,,,SEE,,,,,2.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19871112.0,,19871112.0,,20120808.0,3,N,1.0,0.0,M,57.0,O,,,,,WP,WP09,CA,ENGINE QUIT DUE TO SIGNIFICANT WATER IN THE FUEL. SAFE AIRPORT LANDING. FUEL FACILITY INSPECTION INCONCLUSIVE.     ,                              ,  ,    ,           ,  ,    ,      ,None                ,II,E,A, ,AF,E,I, ,OC,DA, ,5,   ,U,U,N,A,U,8,COMMERCIAL PILOT    ,ASEL                ,RATINGS SHOWN BY 1ST,"UNKNOWN, FOREIGN PIL",UNKNOWN             ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,Improper Maintenance,Emergency Landing   ,Airport Supervisory ,                    ,Forced Landing      ,Normal Cruise       ,                    ,Pilot Induced       ,Personal            ,Pleasure            ,Unknown             ,Weather Not A Factor,Day                 ,"FAA Sts, Policies Or",Other               ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-MID WING            ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,Pilot and Ground Cre,                    ,,, ,
83691,83691,19871005060199A,A,91.0,0.4,N,,,,,830.0,,Z,Y,,,,O,OPP,1B00,1.0,B,0.0,,,,,,,,,,,N,,,15260,BALWKS,FIREFLY7B,FIREFY,A14SO,SO,,,,B,,,,,,,SW,SW01,NM,RIO RANCHO,,,,,,,,1,B,B,S,,CLER,,G10,,DRY,,,,,,,2.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19871023.0,19871023.0,,,20120808.0,1,N,0.0,4.0,S,40.0,N,90.0,4.0,4.0,90.0,SW,SW01,NM,HAD TO USE BOTH HANDS ON BALLOON VENT TO HOLD IT OPEN ON LANDING THEREFORE UNABLE TO CONTROL BURNER.BURNED ENVELOPE,                              ,  ,    ,           ,  ,    ,      ,None                ,ME,F,A, ,  , , , ,MB,HA,S,5,   ,N,N,N,A, ,8,PRIVATE PILOT       ,NO RATING (OR STUDEN,LIGHTER THAN AIR    ,QUALIFIED           ,OTHER               ,Fail/Incorrect Use M,Fire After Crash    ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Fire Or Explosion-On,Level Off Touchdown ,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,LIGHTR THAN AIR/BAL/BLP/DIR   ,NONPOWERED                    ,                              ,                              ,                              ,                    ,                    ,Pilot and Ground Cre,                    ,,, ,
83728,83728,19871003063299I,I,135.0,-5.0,F,,,,,1129.0,,G,H,,,,D,FAA,2L72,2.0,L,7.0,,4T,,,TR,ZA,,,,A,N,,,3116Z,SWRNGN,SA227AC,SA227,A8SW,SW,,,,L,,,,,,,NM,NM07,ID,BOISE,,,,,,,,B,S,C,S,,,,,,,,,,,,,2.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19871116.0,,19871116.0,,20120808.0,9,N,5.0,3.0,S,,K,,,,,,,,THE AIRCRAFT RETURNED TO THE AIRPORT DUE TO AN UNLATCHED COWLING. OPERATOR IS TAKING ACTION TO PREVENT RECURRENCE. ,HORIZON INDUSTRIES INC        ,WA,QXEA,NW2        ,NM,NM01,      ,Instrument Flight Ru,II,O,M, ,UO,V,M, ,SE,DA, ,1,   ,U,U,N,F,F,3,AIRLINE TRANSPORT   ,ASMEL               ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,Inadequate Insp Of A,Precautionary Landin,Maintenance And/Or G,                    ,Unsafe Acts By Third,Other/Miscellaneous ,Maintenance And/Or G,                    ,Other-Miscellaneous ,Normal Cruise       ,                    ,Improper Maintenance,A/T Com (Sched 5/Mor,Passengers          ,Unknown             ,Weather Not A Factor,Day                 ,"Flight, Maintenance ",Recommend Gen Change,                    ,                    ,OVER 12500 LBS                ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                              ,Wheeled-Tricycle              ,Unscheduled Landing ,                    ,                    ,                    ,,, ,
83850,83850,19870727068289I,I,91.0,-5.0,F,,,,,1920.0,,Z,Y,,,,O,OPP,1L72,1.0,L,7.0,,3O,,,,ZA,,,,,N,,,35875,PIPER,PA31350,PA31,A20SO,SO,,,,L,,,,,,,EA,EA27,DC,WASHINGTON,DULLES INTL,19L,IAD,,,03856N,07727W,1,B,B,S,,,,G10,,DRY,,IAD,,,,,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19871201.0,,19871201.0,,20120808.0,1,N,5.0,3.0,S,40.0,O,25.0,8.0,40.0,1852.0,WP,WP23,CA,PILOT FAILED TO ENSURE THE OIL DIPSTICK WAS PROPERLY INSTALLED. RETURNED WITH OIL LEAKING FROM RIGHT ENGINE.       ,                              ,  ,    ,           ,  ,    ,      ,Instrument Flight Ru,II,O,A, ,  , , , ,SE,CL, ,5,VIS,U,U,N,A, ,3,PRIVATE PILOT       ,ASMEL               ,INSTRUMENT          ,QUALIFIED           ,UNKNOWN             ,Inadequate Insp Of A,Precautionary Landin,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Other-Miscellaneous ,Climb               ,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                              ,                              ,Unscheduled Landing ,                    ,Pilot and Ground Cre,                    ,,, ,
83939,83939,19871024060409A,A,91.0,0.4,N,,,,,731.0,,A,X,,,,F,ATS,1L71,1.0,L,7.0,,3O,3.0,O,,,,,,,Y,,,6542R,BEECH,B24R,23,A1CE,CE,,,,L,LYC,IO360A1B6,O360,1.00E+10,EA,O,SO,SO01,KY,LOUISVILLE,BOWMAN FIELD ARPT,24,LOU,,,,,1,B,B,S,,BRKN,7000,7,,DRY,,LOU,,,,,4.0,3.0,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,19871027.0,19871103.0,,,20120808.0,1,N,1.0,0.0,S,43.0,N,67.0,6.0,6.0,152.0,SO,SO01,KY,REPORTED A DOOR CAME OPEN AFTER TAKEOFF. MADE TIGHT CIRCLE TO LAND ON ANOTHER RUNWAY. HIT A TREE AND CRASHED.      ,                              ,  ,    ,           ,  ,    ,      ,Visual Flight Rules ,II,V,A, ,FA,O,A, ,JB,IH,S,5,   ,Y,Y,N,F,A,1,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,QUALIFIED           ,OTHER               ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Collided With Obj On,Precautionary Landin,Pilot-In-Command    ,                    ,Collision With Trees,Forced/Precautionary,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Dawn                ,None                ,None                ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,                    ,                    ,                    ,Pilot and Ground Cre,,, ,
83978,83978,19871015063099I,I,91.0,-5.0,F,,,,,745.0,,B,D,,,,S,AFS,1L71,1.0,L,7.0,,3O,,,TR,ZA,,,,,N,,,9095B,PIPER,PA46310P,PA46,A25SO,SO,,,,L,,,,,,,SO,SO05,NC,RALEIGH-DURHAM,RALEIGH-DURHAM,32,RDU,,,03852N,07847W,1,B,B,S,,CLER,,G10,,DRY,,RDU,,,,,4.0,3.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19871112.0,,19871112.0,,20120808.0,99,N,1.0,3.0,S,39.0,O,265.0,50.0,50.0,990.0,SO,SO05,NC,PILOT TOOK OFF WITH THE TOWBAR ATTACHED TO NOSE GEAR. RETURNED WHEN GEAR WOULD NOT RETRACT FULLY.                  ,                              ,  ,    ,           ,  ,    ,      ,Instrument Flight Ru,II,O,A, ,  , , , ,SE,IB, ,5,VIS,U,U,N,F, ,3,UNKNOWN/FOREIGN     ,ASEL                ,INSTRUMENT          ,QUALIFIED           ,UNKNOWN             ,Inadequate Insp Of A,Precautionary Landin,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Other-Miscellaneous ,To Init Climb(1st Pw,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Night               ,Flight Personnel    ,Re-Examination/Re-In,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                              ,Wheeled-Tricycle              ,Unscheduled Landing ,                    ,                    ,                    ,,, ,
84005,84005,19871004058539A,A,91.0,0.4,N,,,,,1600.0,,Z,Y,,,,O,OPP,1L71,1.0,L,7.0,,3O,3.0,O,,,,,,,N,,,8583A,BEECH,A35,35,A777,CE,,,,L,CONT,E1851,E185,E246,SO,O,WP,WP07,AZ,WICKENBURG,WICKENBURG MUNI,5,,,,,,1,B,B,S,,CLER,,G10,,DRY,GD,,,,,,1.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19871006.0,19871023.0,,,20120808.0,1,N,1.0,0.0,S,62.0,N,31.0,15.0,15.0,450.0,WP,WP07,AZ,COLLIDED WITH THE TERRAIN AFTER TAKOFF. FOUND CONTROL LOCK WAS IN PLACE AT THE TIME OF THE ACCIDENT. BOLT USED.    ,                              ,  ,    ,           ,  ,    ,      ,None                ,II,V,A, ,  , , , ,IB,IB,S,5,   ,Y,N,N,G, ,8,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,QUALIFIED           ,OTHER               ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Uncontroll Coll With,To Init Climb(1st Pw,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,                    ,                    ,                    ,                    ,,, ,
84043,84043,19871102072099I,I,91.0,-5.0,F,,,,,1150.0,,E,A,B,C,,O,OPP,1L71,1.0,L,7.0,,3O,,,,ZE,,,,,N,,,6721V,BEECH,77,77,A30CE,CE,,,,L,,,,,,,EA,EA21,VA,PORTSMOUTH,HAMPTON ROADS,10,,,,,,4,X,B,S,,CLER,,5,,,,,,,,,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19880104.0,,19880104.0,,20120808.0,XX,N,0.0,1.0,S,20.0,O,,,23.0,23.0,,,,SOLO STUDENT LOST DIRECTIONAL CONTROL DURING ATTEMPTED TAKEOFF WITH FULL FLAPS.NOSE GEAR COLLAPSED OFF RUNWAY SIDE.,                              ,  ,    ,           ,  ,    ,      ,Unknown             ,ME,V,A, ,IT,V,A, ,AA,IA,M,5,   ,U,U,N,H,D,0,STUDENT             ,NO RATING (OR STUDEN,STUDENT AIRPLANE OR ,QUALIFIED           ,UNKNOWN             ,Fail/Incorrect Use M,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Inadeq Flt/Grd Train,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Loss Of Dir Ctl-Grnd,Takeoff Ground Roll ,                    ,Pilot Induced       ,Instruction         ,Training            ,VFR                 ,Weather Not A Factor,Day                 ,Flight Instructor   ,Discussion          ,Flight Personnel    ,Additional Training ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                              ,                              ,Rejected Takeoff    ,                    ,                    ,                    ,,, ,
84189,84189,19870913051689A,A,91.0,0.4,N,,,,,1703.0,,Z,Y,,,,O,OPP,1L71,1.0,L,7.0,,3O,3.0,O,,,,,,,N,,,3651Q,BEECH,A2324,23,A1CE,CE,,,,L,LYC,IO360A2B,O360,1.00E+10,EA,O,GL,GL25,OH,FREMONT,FREMONT,27,,,,,,1,B,B,S,,SCAT,,G10,,,,,,,,,6.0,5.0,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19870915.0,19871009.0,,,20120808.0,1,N,1.0,3.0,S,42.0,D,5.0,5.0,5.0,362.0,GL,GL25,OH,"ENGINE QUIT ON CLIMBOUT.HIT A DITCH WHILE LANDING IN FIELD. WATER, DIRT IN FUEL NOZZLES. HAD SET 11 MONTHS INACTIVE",                              ,  ,    ,           ,  ,    ,      ,None                ,II,E,A, ,28, , ,M,IA,IH,S,8,   ,Y,Y,N,A, ,8,PRIVATE PILOT       ,ASEL                ,INSTRUMENT          ,QUALIFIED           ,PHYSICIAN           ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,2800,                    ,                    ,Fuel Contamination  ,Control Coll With Gr,Forced/Precautionary,                    ,Pilot And Maintenanc,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,                    ,                    ,Pilot and Ground Cre,                    ,,, ,
84264,84264,19870910061919I,I,91.0,-5.0,F,,,,,2010.0,,A,X,,,,O,ATS,1Q71,1.0,Q,7.0,,3O,,,,,,,,,N,,,54Z,AMTROF,BABYLAKES,BABYLK,EXPA1Q71,GL,,,,Q,,,,,,,SO,SO11,GA,COLUMBUS,COLUMBUS METROPOLITAN,5,CSG,,,03230N,08456W,1,B,B,S,,BRKN,GR1K,5,HAZ,DRY,,CSG,,,,,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19871109.0,,19871109.0,,20120808.0,9,N,5.0,3.0,S,23.0,O,1.0,1.0,20.0,3100.0,SO,SO11,GA,TAILWHEEL WAS NOT LOCKED FOR LANDING. AIRCRAFT GROUND LOOPED. PILOT WAS UNFAMILIAR WITH LOCKING PROCEDURE.         ,                              ,  ,    ,           ,  ,    ,      ,None                ,ME,V,A, ,GC,V,A, ,AA,HB,M,5,   ,U,U,N,H,A,8,AIRLINE TRANSPORT   ,ASMEL               ,INSTRUMENT          ,QUALIFIED           ,UNKNOWN             ,Fail/Incorrect Use M,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Improper Oper Brake/,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Loss Of Dir Ctl-Grnd,Roll-Out (Fixed Wing,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,None                ,None                ,                    ,                    ,UNDER 12501 LBS               ,"MULTI WING-BI/TRIPLANE,ETC    ",POWERED                       ,                              ,                              ,                              ,                    ,                    ,                    ,Pilot and Ground Cre,,, ,
